locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDGMJPK_01037	CDS	381	pgtP_2		COG2271	Phosphoglycerate transporter protein
MLDGMJPK_01038	CDS	222	pgtP_3		COG2271	Phosphoglycerate transporter protein
MLDGMJPK_01039	CDS	777	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
MLDGMJPK_01040	CDS	657	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MLDGMJPK_01041	CDS	459	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
MLDGMJPK_01042	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
MLDGMJPK_01043	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
MLDGMJPK_01044	CDS	825	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MLDGMJPK_01045	CDS	774		3.5.2.6	COG2602	Beta-lactamase OXA-133
MLDGMJPK_01046	CDS	885	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MLDGMJPK_01047	CDS	675	cysT		COG0555	Sulfate transport system permease protein CysT
MLDGMJPK_01048	CDS	402				hypothetical protein
MLDGMJPK_01049	CDS	750	modA		COG0725	Molybdate-binding protein ModA
MLDGMJPK_01050	CDS	687				hypothetical protein
MLDGMJPK_01051	CDS	612			COG2830	putative protein
MLDGMJPK_01052	CDS	1143	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
MLDGMJPK_01053	CDS	1284	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MLDGMJPK_01054	CDS	606	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
MLDGMJPK_01055	CDS	315	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
MLDGMJPK_01056	CDS	339				hypothetical protein
MLDGMJPK_01057	CDS	537	rplY			50S ribosomal protein L25
MLDGMJPK_01058	CDS	546	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MLDGMJPK_01059	CDS	1059				hypothetical protein
MLDGMJPK_01060	CDS	1209	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MLDGMJPK_01061	CDS	768	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
MLDGMJPK_01062	CDS	1074	pheA			Bifunctional chorismate mutase/prephenate dehydratase
MLDGMJPK_01063	CDS	1095	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MLDGMJPK_01064	CDS	1683	fliF		COG1766	Flagellar M-ring protein
MLDGMJPK_01065	CDS	1029	fliG		COG1536	Flagellar motor switch protein FliG
MLDGMJPK_01066	CDS	831				hypothetical protein
MLDGMJPK_01067	CDS	1848	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MLDGMJPK_01068	CDS	411				hypothetical protein
MLDGMJPK_01069	CDS	1197				hypothetical protein
MLDGMJPK_01070	CDS	708	menG	2.1.1.163		Demethylmenaquinone methyltransferase
MLDGMJPK_01071	CDS	1164	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
MLDGMJPK_01072	CDS	1077	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MLDGMJPK_01073	CDS	351	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MLDGMJPK_01074	CDS	975	fabH1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
MLDGMJPK_01075	CDS	987	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
MLDGMJPK_01076	CDS	147	rpmF			50S ribosomal protein L32
MLDGMJPK_01077	CDS	354				hypothetical protein
MLDGMJPK_01078	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MLDGMJPK_01079	CDS	285				hypothetical protein
MLDGMJPK_01080	CDS	597	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MLDGMJPK_01081	CDS	1089	flhB		COG1377	Flagellar biosynthetic protein FlhB
MLDGMJPK_01082	CDS	744	motB		COG1360	Motility protein B
MLDGMJPK_01083	CDS	777	pomA		COG1291	Chemotaxis protein PomA
MLDGMJPK_01084	CDS	2640	polA	2.7.7.7	COG0258	DNA polymerase I
MLDGMJPK_01085	CDS	1362	ydfJ			Putative transporter YdfJ
MLDGMJPK_01086	CDS	1008	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
MLDGMJPK_01087	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
MLDGMJPK_01088	CDS	2826	uvrA			UvrABC system protein A
MLDGMJPK_01089	CDS	786				hypothetical protein
MLDGMJPK_01090	CDS	1251	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MLDGMJPK_01091	CDS	1602	trpGD		COG0512	Bifunctional protein TrpGD
MLDGMJPK_01092	CDS	600	trpC_2		COG0134	Tryptophan biosynthesis protein TrpCF
MLDGMJPK_01093	CDS	1179	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MLDGMJPK_01094	CDS	750	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MLDGMJPK_01095	CDS	423				hypothetical protein
MLDGMJPK_01096	CDS	309	fliN		COG1886	Flagellar motor switch protein FliN
MLDGMJPK_01097	CDS	798				hypothetical protein
MLDGMJPK_01098	CDS	1461	gppA_2	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MLDGMJPK_01099	CDS	246	fdx		COG1145	Ferredoxin
MLDGMJPK_01100	CDS	672	tcrA		COG0745	Transcriptional regulatory protein TcrA
MLDGMJPK_01101	CDS	318				hypothetical protein
MLDGMJPK_01102	CDS	609	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
MLDGMJPK_01103	CDS	1026	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
MLDGMJPK_01104	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MLDGMJPK_01105	CDS	471	lspA	3.4.23.36		Lipoprotein signal peptidase
MLDGMJPK_01106	CDS	453				hypothetical protein
MLDGMJPK_01107	CDS	1347				hypothetical protein
MLDGMJPK_01108	CDS	252				hypothetical protein
MLDGMJPK_01109	CDS	1479	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
MLDGMJPK_01110	CDS	903	bepE			Efflux pump membrane transporter BepE
MLDGMJPK_01111	CDS	432			COG0789	putative HTH-type transcriptional regulator
MLDGMJPK_01112	CDS	324				hypothetical protein
MLDGMJPK_01113	CDS	642				hypothetical protein
MLDGMJPK_01114	CDS	174				hypothetical protein
MLDGMJPK_01115	CDS	333	yybR		COG1733	putative HTH-type transcriptional regulator YybR
MLDGMJPK_01116	CDS	636				hypothetical protein
MLDGMJPK_01117	CDS	1503				hypothetical protein
MLDGMJPK_01118	CDS	1452				hypothetical protein
MLDGMJPK_01119	CDS	1143				hypothetical protein
MLDGMJPK_01120	CDS	1767				hypothetical protein
MLDGMJPK_01121	CDS	3096				hypothetical protein
MLDGMJPK_01122	CDS	1077	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
MLDGMJPK_01123	CDS	480	blc		COG3040	Outer membrane lipoprotein Blc
MLDGMJPK_01124	CDS	348	hxlR		COG1733	HTH-type transcriptional activator HxlR
MLDGMJPK_01125	CDS	579	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MLDGMJPK_01126	CDS	897				hypothetical protein
MLDGMJPK_01127	CDS	966	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
MLDGMJPK_01128	CDS	741	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
MLDGMJPK_01129	CDS	768	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
MLDGMJPK_01130	CDS	810	tupA			Tungstate-binding protein TupA
MLDGMJPK_01131	CDS	687	tupB		COG4662	Tungstate uptake system permease protein TupB
MLDGMJPK_01132	CDS	996	tupC	7.3.2.6	COG3839	Tungstate uptake system ATP-binding protein TupC
MLDGMJPK_01133	CDS	1974	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MLDGMJPK_01134	CDS	825	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MLDGMJPK_01135	CDS	1221	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MLDGMJPK_01136	CDS	450	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MLDGMJPK_01137	CDS	1038				hypothetical protein
MLDGMJPK_01138	CDS	732				hypothetical protein
MLDGMJPK_01139	CDS	750	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MLDGMJPK_01140	CDS	606	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
MLDGMJPK_01141	CDS	990	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MLDGMJPK_01142	CDS	1455	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MLDGMJPK_01143	CDS	2964	cas9		COG3513	CRISPR-associated endonuclease Cas9
MLDGMJPK_01144	CDS	891	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
MLDGMJPK_01145	CDS	432	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	234				
MLDGMJPK_01146	CDS	1191	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MLDGMJPK_01147	CDS	447	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
MLDGMJPK_01148	CDS	222				hypothetical protein
MLDGMJPK_01149	CDS	1542	mco	1.-.-.-		Multicopper oxidase mco
MLDGMJPK_01150	CDS	1149	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
MLDGMJPK_01151	CDS	702				hypothetical protein
MLDGMJPK_01152	CDS	192				hypothetical protein
MLDGMJPK_01153	CDS	543	fdnG-3	1.17.2.3	COG0243	Formate dehydrogenase 2 subunit alpha (cytochrome c-553)
MLDGMJPK_01154	CDS	2241	napA	1.9.6.1		Periplasmic nitrate reductase
MLDGMJPK_01155	CDS	642	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
MLDGMJPK_01156	CDS	933				hypothetical protein
MLDGMJPK_01157	CDS	783	fdhD		COG1526	Sulfur carrier protein FdhD
MLDGMJPK_01158	CDS	738				hypothetical protein
MLDGMJPK_01159	CDS	2103	pctC		COG0840	Methyl-accepting chemotaxis protein PctC
MLDGMJPK_01160	CDS	573				hypothetical protein
MLDGMJPK_01161	CDS	927	selD	2.7.9.3	COG0709	Selenide, water dikinase
MLDGMJPK_01162	CDS	3489	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
MLDGMJPK_01163	CDS	1470	putP		COG0591	Sodium/proline symporter
MLDGMJPK_01164	CDS	228	yedF		COG0425	Putative sulfur carrier protein YedF
MLDGMJPK_01165	CDS	1209				hypothetical protein
MLDGMJPK_01166	tRNA	94				tRNA-SeC(tca)
MLDGMJPK_01167	CDS	1251	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MLDGMJPK_01168	CDS	429				hypothetical protein
MLDGMJPK_01169	CDS	519				hypothetical protein
MLDGMJPK_01170	CDS	552				hypothetical protein
MLDGMJPK_01171	CDS	1119	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MLDGMJPK_01172	CDS	660				hypothetical protein
MLDGMJPK_01173	CDS	528				hypothetical protein
MLDGMJPK_01174	CDS	726	zraS	2.7.13.3		Sensor protein ZraS
MLDGMJPK_01175	CDS	681	mprA_2		COG0745	Response regulator MprA
MLDGMJPK_01176	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
MLDGMJPK_01177	CDS	666				hypothetical protein
MLDGMJPK_01178	CDS	267				hypothetical protein
MLDGMJPK_01179	CDS	864	fixP		COG2010	Cbb3-type cytochrome c oxidase subunit FixP
MLDGMJPK_01180	CDS	222				hypothetical protein
MLDGMJPK_01181	CDS	102				hypothetical protein
MLDGMJPK_01182	CDS	603				hypothetical protein
MLDGMJPK_01183	CDS	522				hypothetical protein
MLDGMJPK_01184	CDS	2367				hypothetical protein
MLDGMJPK_01185	CDS	2766	recB	3.1.11.5		RecBCD enzyme subunit RecB
MLDGMJPK_01186	CDS	426	rplM		COG0102	50S ribosomal protein L13
MLDGMJPK_01187	CDS	390	rpsI		COG0103	30S ribosomal protein S9
MLDGMJPK_01188	CDS	960	oprF		COG2885	Outer membrane porin F
MLDGMJPK_01189	CDS	642	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
MLDGMJPK_01190	CDS	1242				hypothetical protein
MLDGMJPK_01191	CDS	516				hypothetical protein
MLDGMJPK_01192	CDS	1008	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
MLDGMJPK_01193	CDS	1395				hypothetical protein
MLDGMJPK_01194	CDS	1071	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MLDGMJPK_01195	CDS	726				hypothetical protein
MLDGMJPK_01196	CDS	339				hypothetical protein
MLDGMJPK_01197	CDS	1308				hypothetical protein
MLDGMJPK_01198	CDS	576	mobA	2.7.7.77	COG0746	putative molybdenum cofactor guanylyltransferase
MLDGMJPK_01199	CDS	990		3.1.1.32	COG2829	Putative phospholipase A1
MLDGMJPK_01200	CDS	969	yclN		COG4606	Petrobactin import system permease protein YclN
MLDGMJPK_01201	CDS	939	yclO		COG4605	Petrobactin import system permease protein YclO
MLDGMJPK_01202	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
MLDGMJPK_01203	CDS	1020	yclQ		COG4607	Petrobactin-binding protein YclQ
MLDGMJPK_01204	tRNA	90				tRNA-Ser(gct)
MLDGMJPK_01205	CDS	555				hypothetical protein
MLDGMJPK_01206	CDS	1833	nrfA	1.7.2.2	COG3303	Cytochrome c-552
MLDGMJPK_01207	CDS	492	nrfH		COG3005	Cytochrome c-type protein NrfH
MLDGMJPK_01208	CDS	2085	ppk	2.7.4.1	COG0855	Polyphosphate kinase
MLDGMJPK_01209	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
MLDGMJPK_01210	CDS	411				hypothetical protein
MLDGMJPK_01211	CDS	1008	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MLDGMJPK_01212	CDS	1044				hypothetical protein
MLDGMJPK_01213	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MLDGMJPK_01214	CDS	3126				hypothetical protein
MLDGMJPK_01215	CDS	1797	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MLDGMJPK_01216	CDS	2349	glnD	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
MLDGMJPK_01217	CDS	1065	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
MLDGMJPK_01218	CDS	1320	adeQ		COG2252	Adenine permease AdeQ
MLDGMJPK_01219	CDS	444	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
MLDGMJPK_01220	CDS	699	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MLDGMJPK_01221	CDS	570				hypothetical protein
MLDGMJPK_01222	CDS	2472				hypothetical protein
MLDGMJPK_01223	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MLDGMJPK_01224	CDS	1296	yajR		COG0477	Inner membrane transport protein YajR
MLDGMJPK_01225	CDS	810	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
MLDGMJPK_01226	CDS	1662	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
MLDGMJPK_01227	CDS	1323	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
MLDGMJPK_01228	CDS	1806	selB		COG3276	Selenocysteine-specific elongation factor
MLDGMJPK_01229	CDS	711				hypothetical protein
MLDGMJPK_01230	CDS	531				hypothetical protein
MLDGMJPK_01231	CDS	492	nifF		COG0716	Flavodoxin 2
MLDGMJPK_01232	CDS	696				hypothetical protein
MLDGMJPK_01233	CDS	315				hypothetical protein
MLDGMJPK_01234	CDS	1425	katA	1.11.1.6		Catalase
MLDGMJPK_01235	CDS	471				hypothetical protein
MLDGMJPK_01236	CDS	657				hypothetical protein
MLDGMJPK_01237	CDS	363	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MLDGMJPK_01238	CDS	480	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MLDGMJPK_01239	CDS	456				hypothetical protein
MLDGMJPK_01240	CDS	537	dcuD_3		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MLDGMJPK_01241	CDS	138				hypothetical protein
MLDGMJPK_01242	CDS	1047	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
MLDGMJPK_01243	CDS	1368	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
MLDGMJPK_01244	CDS	777				hypothetical protein
MLDGMJPK_01245	CDS	558				hypothetical protein
MLDGMJPK_01246	CDS	225	feoA		COG1918	Putative Fe(2+) transport protein A
MLDGMJPK_01247	CDS	1842	feoB		COG0370	Fe(2+) transporter FeoB
MLDGMJPK_01248	CDS	1494				hypothetical protein
MLDGMJPK_01249	CDS	825	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MLDGMJPK_01250	CDS	672	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MLDGMJPK_01251	CDS	1203	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MLDGMJPK_01252	CDS	999	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
MLDGMJPK_01253	CDS	546	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
MLDGMJPK_01254	CDS	327	rsfS			Ribosomal silencing factor RsfS
MLDGMJPK_01255	CDS	378				hypothetical protein
MLDGMJPK_01256	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
MLDGMJPK_01257	CDS	537				hypothetical protein
MLDGMJPK_01258	CDS	348	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MLDGMJPK_01259	CDS	420				hypothetical protein
MLDGMJPK_01260	CDS	1362	ptlI	1.14.15.32	COG2124	Pentalenene oxygenase
MLDGMJPK_01261	CDS	1122				hypothetical protein
MLDGMJPK_01262	CDS	1185				hypothetical protein
MLDGMJPK_01263	CDS	2070				hypothetical protein
MLDGMJPK_01264	CDS	513		2.7.1.-	COG0529	Cytidine diphosphoramidate kinase
MLDGMJPK_01265	CDS	762		2.7.7.-	COG1213	CTP:phosphoglutamine cytidylyltransferase
MLDGMJPK_01266	CDS	603		3.5.-.-	COG2071	Gamma-glutamyl-CDP-amidate hydrolase
MLDGMJPK_01267	CDS	2340		2.7.3.13	COG0574	L-glutamine kinase
MLDGMJPK_01268	CDS	762	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MLDGMJPK_01269	CDS	195				hypothetical protein
MLDGMJPK_01270	CDS	456		2.1.1.-	COG0500	putative methyltransferase
MLDGMJPK_01271	CDS	1338				hypothetical protein
MLDGMJPK_01272	CDS	720	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MLDGMJPK_01273	CDS	216				hypothetical protein
MLDGMJPK_01274	CDS	1008	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
MLDGMJPK_01275	CDS	246				hypothetical protein
MLDGMJPK_01276	CDS	357	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MLDGMJPK_01277	CDS	1539	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
MLDGMJPK_01278	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
MLDGMJPK_01279	CDS	1137				hypothetical protein
MLDGMJPK_01280	CDS	264				hypothetical protein
MLDGMJPK_01281	CDS	474	moaC1	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 1
MLDGMJPK_01282	CDS	156				hypothetical protein
MLDGMJPK_01283	CDS	1311	proP_3			Proline/betaine transporter
MLDGMJPK_01284	CDS	477				hypothetical protein
MLDGMJPK_01285	CDS	858				hypothetical protein
MLDGMJPK_01286	CDS	555				hypothetical protein
MLDGMJPK_01287	CDS	1128				hypothetical protein
MLDGMJPK_01288	CDS	354	rplT		COG0292	50S ribosomal protein L20
MLDGMJPK_01289	CDS	192				hypothetical protein
MLDGMJPK_01290	CDS	1167				hypothetical protein
MLDGMJPK_01291	CDS	402				Bacteriohemerythrin
MLDGMJPK_01292	CDS	1182	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MLDGMJPK_01293	CDS	972				hypothetical protein
MLDGMJPK_01294	CDS	1884				hypothetical protein
MLDGMJPK_01295	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
MLDGMJPK_01296	CDS	696	yccA		COG0670	Modulator of FtsH protease YccA
MLDGMJPK_01297	CDS	372				hypothetical protein
MLDGMJPK_01298	CDS	558	frr		COG0233	Ribosome-recycling factor
MLDGMJPK_01299	CDS	609	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MLDGMJPK_01300	CDS	411				hypothetical protein
MLDGMJPK_01301	CDS	1023	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MLDGMJPK_01302	CDS	1371	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
MLDGMJPK_01303	CDS	549	yrdA		COG0663	Protein YrdA
MLDGMJPK_01304	CDS	630	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MLDGMJPK_01305	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
MLDGMJPK_01306	CDS	840	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MLDGMJPK_01307	CDS	447	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
MLDGMJPK_01308	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MLDGMJPK_01309	CDS	132				hypothetical protein
MLDGMJPK_01310	CDS	183				hypothetical protein
MLDGMJPK_01311	CDS	204				hypothetical protein
MLDGMJPK_01312	CDS	270	tsh	3.4.21.-		Temperature-sensitive hemagglutinin tsh autotransporter
MLDGMJPK_01313	CDS	186				hypothetical protein
MLDGMJPK_01314	CDS	117				hypothetical protein
MLDGMJPK_01315	CDS	114				hypothetical protein
MLDGMJPK_01316	CDS	321				hypothetical protein
MLDGMJPK_01317	CDS	1092	fokIM	2.1.1.72		Modification methylase FokI
MLDGMJPK_01318	CDS	519	infC			Translation initiation factor IF-3
MLDGMJPK_01319	CDS	1809	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
MLDGMJPK_01320	CDS	804	uppP	3.6.1.27		Undecaprenyl-diphosphatase
MLDGMJPK_01321	CDS	1995				hypothetical protein
MLDGMJPK_01322	CDS	1146	citN		COG2851	Citrate transporter
MLDGMJPK_01323	CDS	375				hypothetical protein
MLDGMJPK_01324	CDS	1920	tet(O)			tetracycline resistance ribosomal protection protein Tet(O)
MLDGMJPK_01325	CDS	1293				IS607 family transposase ISChh1
MLDGMJPK_01326	CDS	639				hypothetical protein
MLDGMJPK_01327	CDS	186				hypothetical protein
MLDGMJPK_01328	CDS	348				hypothetical protein
MLDGMJPK_01329	CDS	1128				hypothetical protein
MLDGMJPK_01330	CDS	1182			COG2256	putative AAA domain-containing protein
MLDGMJPK_01331	CDS	729	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MLDGMJPK_01332	CDS	1338	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MLDGMJPK_01333	CDS	1386	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
MLDGMJPK_01334	CDS	573	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MLDGMJPK_01335	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
MLDGMJPK_01336	CDS	585	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MLDGMJPK_01337	CDS	528	def	3.5.1.88	COG0242	Peptide deformylase
MLDGMJPK_01338	CDS	1506	comM		COG0606	Competence protein ComM
MLDGMJPK_01339	CDS	699				hypothetical protein
MLDGMJPK_01340	CDS	1371	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MLDGMJPK_01341	CDS	567	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MLDGMJPK_01342	CDS	720				hypothetical protein
MLDGMJPK_01343	CDS	210				hypothetical protein
MLDGMJPK_01344	CDS	1185	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MLDGMJPK_01345	CDS	1359				hypothetical protein
MLDGMJPK_01346	CDS	1200				hypothetical protein
MLDGMJPK_01347	CDS	747				hypothetical protein
MLDGMJPK_01348	CDS	411	exbD_1		COG0848	Biopolymer transport protein ExbD
MLDGMJPK_01349	CDS	762	exbB		COG0811	Biopolymer transport protein ExbB
MLDGMJPK_01350	CDS	1152			COG1629	putative TonB-dependent receptor
MLDGMJPK_01351	CDS	1233				hypothetical protein
MLDGMJPK_01352	CDS	969	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MLDGMJPK_01353	CDS	1101	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MLDGMJPK_01354	tRNA	77				tRNA-Met(cat)
MLDGMJPK_01355	tRNA	76				tRNA-Phe(gaa)
MLDGMJPK_01356	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
MLDGMJPK_01357	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
MLDGMJPK_01358	CDS	672	mqnA	4.2.1.151		Chorismate dehydratase
MLDGMJPK_01359	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
MLDGMJPK_01360	CDS	1236	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
MLDGMJPK_01361	CDS	1392	gltX1_2	6.1.1.17		Glutamate--tRNA ligase 1
MLDGMJPK_01362	CDS	816	surA	5.2.1.8		Chaperone SurA
MLDGMJPK_01363	CDS	1332	accC	6.3.4.14	COG0439	Biotin carboxylase
MLDGMJPK_01364	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MLDGMJPK_01365	CDS	561	dcd	3.5.4.13	COG0717	dCTP deaminase
MLDGMJPK_01366	CDS	1005	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
MLDGMJPK_01367	CDS	1131	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
MLDGMJPK_01368	CDS	198				hypothetical protein
MLDGMJPK_01369	CDS	939			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
MLDGMJPK_01370	CDS	324				hypothetical protein
MLDGMJPK_01371	CDS	504				hypothetical protein
MLDGMJPK_01372	CDS	792				hypothetical protein
MLDGMJPK_01373	CDS	231				hypothetical protein
MLDGMJPK_01374	CDS	894				hypothetical protein
MLDGMJPK_01375	CDS	417				hypothetical protein
MLDGMJPK_01376	CDS	1563				hypothetical protein
MLDGMJPK_01377	CDS	1062	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MLDGMJPK_01378	CDS	222				hypothetical protein
MLDGMJPK_01379	CDS	1218				hypothetical protein
MLDGMJPK_01380	CDS	1227				hypothetical protein
